Departement,URL,Titre,Type_Bien,Localisation,Prix,Surface_m2,Nb_Pieces,Description
34,https://www.immobilier.notaires.fr/fr/annonce-immo/vente/maison/brenas-34/1858299,Achat :Maison / villa- Brenas - Hérault (34),Maison / villa,- Brenas - Hérault (34),153700,118.0,3,"SECTEUR LAC DU SALAGOU - OCTON
BRENAS - village pittoresque sur les hauteurs
Maison de village en pierre avec extérieur et terrasse tropézienne
Composée :
* Cuisine, Séjour avec cheminée et bar du 18ème,
* Au premier :  Deux chambres, salon, salle de bain avec wc
* A l'étage grande chambre en sous pente de 38m² donnant sur terrasse tropézienne de 8m² avec vue imprenable sur la vallée
TAXE FONCIERE : 707€
AUDIT ENERGETIQUE REALISE le 05/02/2025
IDEAL MAISON DE VACANCES OU AMOUREUX DE LA CAMPAGNE !"
34,https://www.immobilier.notaires.fr/fr/annonce-immo/vente/maison/graissessac-34/1717701,Achat :Maison / villa- Graissessac - Hérault (34),Maison / villa,- Graissessac - Hérault (34),19000,78.57,2,"Vente maison GRAISSESSAC, 15 rue Robert.
Une maison d'habitation à rénover, élevée de deux étages sur rez-de-chaussée, bien comprenant : une cave en rez-de-chaussée.
un garage, une seconde cave, une entrée dégagement, un séjour-cuisine, une salle d'eau, un WC, un second dégagement, une terrasse.
Au second, un grenier, un WC, deux chambres.
visite sur rendez-vous auprès de notre service négociation.
Bien à rénover en mauvais état."
34,https://www.immobilier.notaires.fr/fr/annonce-immo/vente/maison/st-clement-de-riviere-34/1868264,Achat :Maison / villa- St Clement De Riviere - Hérault (34),Maison / villa,- St Clement De Riviere - Hérault (34),498900,110.0,3,"Maison à vendre sur la commune de Saint Clément de Rivière (34980), à proximité de Montpellier, Montferrier, Saint Gély du Fesc.
Maison construite en 1990, de plain-pied, développant une surface habitable de 110 m² environ sur un terrain de 2000 m². Au calme et avec vue dégagée sur la nature.
De construction traditionnelle, la maison se compose d’une entrée, un séjour/salle à manger exposé sud et prolongé d'une terrasse face à la piscine et la garrigue, cuisine indépendante avec cellier attenant, trois chambres, une salle de bain, deux WC. Le bien se voit complété d’un grand garage de 23 m² ainsi que d’un abri voiture de 20 m².
Menuiseries en double vitrage aluminium et volets roulants, poêle à bois Focus, climatisation.
Prévoir des travaux de modernisation d’ordre généraux (mur, cuisine, sanitaires etc).
Nombreux stationnements sur la parcelle.
Taxe foncière de 2000 euros.
Nos tarifs maximums :
Les honoraires de négociation se calculent par tranches cumulatives :
- 6 % TTC du prix du bien jusqu'à 150 000 Euros (net vendeur)
- et 3 % TTC au-dessus de ce montant
Minimum de 2000 euros quel que soit le prix de vente"
34,https://www.immobilier.notaires.fr/fr/annonce-immo/vente/maison/st-drezery-34/1864781,Achat :Maison / villa- St Drezery - Hérault (34),Maison / villa,- St Drezery - Hérault (34),400000,87.17,3,"Maison à vendre sur la commune de Saint Drézéry (34160), à proximité de Castries, Sussargues, Teyran etc.
Idéalement située en plein cœur de village, à côté de tous commerces et commodités, maison des années 1970, de construction traditionnelle sur 720m² de terrain arboré et piscinable.
Le RDC est constitué d’un grand garage de 100m² offrant diverses possibilités d’aménagements (hauteur sous plafond de 2,65m). Possible de créer un appartement indépendant ou un agrandissement de la maison principale par exemple.
La partie habitable se trouve actuellement à l’étage. Elle développe une surface de 87 m² habitables et se compose d’une entrée, une pièce à vivre de 22 m², une cuisine indépendante de 9 m², trois chambres avec placard (9.73m², 10.30 m² et 12,69 m²), un toilette indépendant et une salle d’eau.
Toutes les fenêtres ont été changées en double vitrage PVC et volets roulants.
Stationnement faciles sur la parcelle.
Taxe foncière de 2300 €.
Prévoir travaux (Chauffage au fioul. électricité, cuisine, salle d’eau, etc.).
Nos tarifs maximums :
Les honoraires de négociation se calculent par tranches cumulatives :
- 6 % TTC du prix du bien jusqu'à 150 000 Euros (net vendeur)
- et 3 % TTC au-dessus de ce montant
Minimum de 2000 euros quel que soit le prix de vente"
34,https://www.immobilier.notaires.fr/fr/annonce-immo/vente/appartement/agde-34/1868245,Achat :Appartement T2- Agde - Hérault (34),Appartement T2,- Agde - Hérault (34),185000,33.79,1,"LE CAP AGDE RESIDENCE NEUVE PROCHE TENNIS CLUB
RESIDENCE IKAOS - 3 Avenue de la vigne LE CAP AGDE
T2 33.79m² avec grande terrasse 11.90m²
Résidence avec PISCINE SAUNA HAMMAM A COTE DU PADEL TENNIS CENTRE LE PORT
LOT 12
Charges de Copropriété : 331€/ Trim
Plus que deux appartements a la vente
A SAISIR !
Contact 07.88.93.18.41"
34,https://www.immobilier.notaires.fr/fr/annonce-immo/vente/maison/vendargues-34/1868133,Achat :Maison / villa- Vendargues - Hérault (34),Maison / villa,- Vendargues - Hérault (34),344400,149.59,4,"Appartement à vendre dans le centre de Vendargues (34740), à proximité immédiate des commerces et commodités. Proche Castries, Le Crès, Saint Aunes.
Bel appartement de 149m² habitables (125m² carrez car certaines pièces sont mansardées), mêlant le charme de l'ancien et du moderne.
Idéalement situé en plein cœur du village, au premier et dernier étage d'une petite copropriété de 4 lots.
Accès indépendant depuis la rue, l'appartement se compose d'une entrée, un séjour de 37m² avec cuisine semi-ouverte de 13m² supplémentaires, le tout donnant sur une belle terrasse à l'abris des regards, une suite parentale avec salle d'eau (quelques finitions sont à prévoir) de 20m², deux WC indépendants, une buanderie de 12m² et divers rangements.
A l'étage, sous les toits, un coin mezzanine/bureau, une salle d'eau ainsi que 3 pièces de 10m ² à 14m² au sol mais dont une majeure partie de la hauteur est inférieure à 1m80.
L'appartement dispose de climatisations réversibles, d'un cumulus thermodynamique, a fait l'objet d'une isolation par l'extérieur en 2024 et d'une révision de la toiture en 2023.
Pas de charge de copropriété (hormis l'assurance de l'immeuble).
4 lots.
Pas de procédure en cours.
Taxe foncière : 1404 euros.
Nos tarifs maximums :
Les honoraires de négociation se calculent par tranches cumulatives :
- 6 % TTC du prix du bien jusqu'à 150 000 Euros (net vendeur)
- et 3 % TTC au-dessus de ce montant
Minimum de 2000 euros quel que soit le prix de vente"
34,https://www.immobilier.notaires.fr/fr/annonce-immo/vente/appartement/montpellier-34/1867068,Achat :Appartement T4- Montpellier - Hérault (34),Appartement T4,- Montpellier - Hérault (34),299000,99.94,3,"Appartement à vendre sur Montpellier (34070), rue des chasseurs avec ligne 5 du tramway à proximité immédiate de la résidence, quartier Parc Montcalm, proche des halles tropisme.
Dans une résidence très bien entretenue et très bien fréquentée des années 1972, au 2ème étage avec ascenseur, spacieux appartement traversant d'une surface de 100m².
Il se compose d'une entrée desservant la pièce de vie de 31 m², exposée Sud et prolongée d'un balcon de 12m², une cuisine indépendante aménagée et équipée de 10 m² donnant sur un second balcon exposé Nord de 10m², un coin nuit composé de 3 chambres de 12 m² à 13.16 m² avec placards et petit point d'eau pour l'une d'entre elles, une salle d'eau récemment rénovée et un WC indépendant.
Possibilité de faire une 4ème chambre en refermant une partie du séjour.
Chauffage individuel au gaz avec chaudière de 2022 bénéficiant d'une révision annuelle, climatisation réversible dans la pièce à vivre, fenêtres en double vitrage aluminium partout + volets roulants électriques pour partie.
Le bien se voit complété d'une place de stationnement privative et d'un cellier de 4m² environ. Stationnement invité facile dans la résidence également + garage à vélo.
Bien soumis à l'encadrement des loyers.
Pas de procédure en cours.
Nombre de lots principaux : 36 lots
Charges de copropriété d'environ 150 euros par mois.
Taxe foncière 2 128 euros.
Nos tarifs maximums :
Les honoraires de négociation se calculent par tranches cumulatives :
- 6 % TTC du prix du bien jusqu'à 150 000 Euros (net vendeur)
- et 3 % TTC au-dessus de ce montant
Minimum de 2000 euros quel que soit le prix de vente"
34,https://www.immobilier.notaires.fr/fr/annonce-immo/vente/maison/restinclieres-34/1867057,Achat :Maison / villa- Restinclieres - Hérault (34),Maison / villa,- Restinclieres - Hérault (34),396000,124.0,3,"Maison à vendre sur la commune de Restinclières (34160), à proximité de Beaulieu, Saint Drézéry, Sussargues, Castries.
Maison construite en 1975, développant une surface habitable d’environ 124 m² sur une parcelle, en angle, de 888 m².
Située dans un lotissement au calme, elle se compose d’un rez-de-chaussée avec une entrée, un salon/séjour de 35 m² environ exposé Sud/ouest, une cuisine indépendante de 10m² environ avec cellier attenant permettant d'accéder directement au garage de 16 m² environ, une suite parentale avec salle d'eau (13.5m²), une seconde chambre de 12 m² environ et une salle de bain indépendante.
À l’étage, grande pièce de 25 m² environ donnant sur terrasse, lavabo et WC, pouvant être divisée en deux chambres séparées.
Chauffage électrique + climatisation dans le salon. Menuiseries en double vitrage PVC et volets bois. Présence d’une cheminée à foyer ouvert fonctionnelle.
Présence de panneaux photovoltaïques, taxe foncière 1576 €.
Tableau électrique refait, toiture révisée en 2024, charpente traitée.
Prévoir travaux de modernisation d’ordre généraux.
Nos tarifs maximums :
Les honoraires de négociation se calculent par tranches cumulatives :
- 6 % TTC du prix du bien jusqu'à 150 000 Euros (net vendeur)
- et 3 % TTC au-dessus de ce montant
Minimum de 2000 euros quel que soit le prix de vente"
34,https://www.immobilier.notaires.fr/fr/annonce-immo/vente/maison/lieuran-les-beziers-34/1736622,Achat :Maison / villa- Lieuran Les Beziers - Hérault (34),Maison / villa,- Lieuran Les Beziers - Hérault (34),267200,129.0,3,"Cette maison de 129 m² sur une parcelle de 452 m² comprend au rez-de-chaussée une cuisine fonctionnelle, une salle d’eau avec WC, ainsi qu’un séjour lumineux avec cheminée, ouvert sur une salle à manger conviviale.
À l’étage, vous profiterez de trois belles chambres, dont une avec balcon de 17 m², ainsi qu’une grande terrasse idéale pour vos moments de détente.
Le bien dispose également d’un garage et se distingue par ses sols en tomette et pavés en terre cuite, typiques de la région.
Adresse : 15 rue des Condamines, Lieuran-lès-Béziers
Visite virtuelle disponible ici : https://tour.previsite.com/p/SOQRATE/34062-920
Visite sur rendez-vous auprès de notre service négociation."
34,https://www.immobilier.notaires.fr/fr/annonce-immo/vente/appartement/vendargues-34/1850723,Achat :Appartement T5- Vendargues - Hérault (34),Appartement T5,- Vendargues - Hérault (34),344400,125.76,4,"Appartement à vendre dans le centre de Vendargues (34740), à proximité immédiate des commerces et commodités. Proche Castries, Le Crès, Saint Aunes.
Bel appartement de 149m² habitables (125m² carrez car certaines pièces sont mansardées), mêlant le charme de l'ancien et du moderne.
Idéalement situé en plein cœur du village, au premier et dernier étage d'une petite copropriété de 4 lots.
Accès indépendant depuis la rue, l'appartement se compose d'une entrée, un séjour de 37m² avec cuisine semi-ouverte de 13m² supplémentaires, le tout donnant sur une belle terrasse à l'abris des regards, une suite parentale avec salle d'eau (quelques finitions sont à prévoir) de 20m², deux WC indépendants, une buanderie de 12m² et divers rangements.
A l'étage, sous les toits, un coin mezzanine/bureau, une salle d'eau ainsi que 3 pièces de 10m ² à 14m² au sol mais dont une majeure partie de la hauteur est inférieure à 1m80.
L'appartement dispose de climatisations réversibles, d'un cumulus thermodynamique, a fait l'objet d'une isolation par l'extérieur en 2024 et d'une révision de la toiture en 2023.
Pas de charge de copropriété (hormis l'assurance de l'immeuble).
4 lots.
Pas de procédure en cours.
Taxe foncière : 1404 euros.
Nos tarifs maximums :
Les honoraires de négociation se calculent par tranches cumulatives :
- 6 % TTC du prix du bien jusqu'à 150 000 Euros (net vendeur)
- et 3 % TTC au-dessus de ce montant
Minimum de 2000 euros quel que soit le prix de vente"
34,https://www.immobilier.notaires.fr/fr/annonce-immo/vente/maison/pomerols-34/1843490,Achat :Maison / villa- Pomerols - Hérault (34),Maison / villa,- Pomerols - Hérault (34),299000,120.0,3,"POMEROLS (34810) EXCLUSIVITE NOTAIRE
ENTRE AGDE et PEZENAS PROCHE A9 ET A75 - à 16mn de la plage de Marseillan
MAISON VIGNERONNE TRAVERSANTE  R+1 DE 120m² Habitables environ avec grande terrasse et cour.
A l'étage un appartement rénové avec  cuisine ouverte, grand séjour salon lumineux avec plafond cathédrale et baies vitrées donnant sur une terrasse plain sud sans vis à vis, trois chambres, salle de bain et WC.
Au rez de chaussée un grand garage d'environ 90m² et portail électrique,  dont atelier et deux caves à vin ouverte en cellier, une annexe indépendante composée de deux pièces, salle d'eau et wc, location saisonnière envisageable ou deuxième logement pour famille et amis.
Maison en pierre, menuiserie PVC et Alu double vitrage, volet roulant électriques, velux électrique avec volet et détecteur de pluie. Chauffage poêle à bois, magnifique carrelage ancien.
DU CONFORT ET DU STYLE - DANS VILLAGE COMMERCES - ECOLES - SERVICES ESSENTIELS
Taxe Foncière : 945€"
34,https://www.immobilier.notaires.fr/fr/annonce-immo/vente/maison/clermont-l-herault-34/1867769,Achat :Maison / villa- Clermont L Herault - Hérault (34),Maison / villa,- Clermont L Herault - Hérault (34),246200,97.0,3,"EXCLUSIVITE - CLERMONT L'HERAULT
Quartier Calme et résidentiel
Maison R+1 composée au rez de chaussée d'un séjour avec cheminée, cuisine ouverte équipée, une salle d'eau deux chambres et wc.
A l'étage une chambre avec dressing, une salle d'eau avec wc.
Menuiseries Alu double vitrage et volets battant en bois, Baie alu et volet roulant électrique.
Chauffage au fioul, garage, cellier et piscine couverte.
taxe foncière : non communiquée"
34,https://www.immobilier.notaires.fr/fr/annonce-immo/vente/appartement/sete-34/1819015,Achat :Appartement T2- Sete - Hérault (34),Appartement T2,- Sete - Hérault (34),134000,50.39,1,"A proximité du centre ville, un appartement entièrement rénové, au troisième étage avec ascenseur, d'une superficie de 50 m², comprenant un  séjour de 18 m²,  une chambre de 11 m², une cuisine indépendante équipée, une salle-d'eau avec une douche à l'italienne, un wc et un balcon de 8 m² ouvrant sur l'ensemble des pièces.
Aucun travaux à prévoir pour cet appartement. Une opportunité à saisir pour devenir propriétaire mais également réaliser un investissement locatif et constituer son patrimoine immobilier."
34,https://www.immobilier.notaires.fr/fr/annonce-immo/vente/appartement/montpellier-34/1789537,Achat :Appartement T3- Montpellier - Hérault (34),Appartement T3,- Montpellier - Hérault (34),270000,64.25,2,"A VENDRE sur MONTPELLIER, quartier AIGUELONGUE, emplacement privilégié et recherché, au calme.
Charmant appartement T3 en rez-de-chaussée, traversant et très fonctionnel avec jardin, garage fermé en sous-sol et place de parking aérienne privative, situé proche de la rue de la Roqueturière, dans le coeur du quartier de l'Aiguelongue.
Il se compose d'une entrée avec placard, de deux chambres, d'un séjour, d'une cuisine avec balcon, d'un wc et d'une salle de bains.
Le séjour est prolongé par le jardin qui dispose d'une jolie terrasse, idéale pour profiter des beaux jours au calme.
A proximité du centre commercial de la Roqueturière, du tramway ligne 2 arrêt Saint-Lazare et des facultés."
34,https://www.immobilier.notaires.fr/fr/annonce-immo/vente/maison/montpellier-34/1731623,Achat :Maison / villa- Montpellier - Hérault (34),Maison / villa,- Montpellier - Hérault (34),341040,147.0,5,"MONTPELLIER, avenue du Père Soulas, maison semi-mitoyenne de 147 m² comprenant une entrée, une cuisine, une véranda, deux chambres, une salle d'eau, un WC et un garage ; à l'étage, un salon/salle à manger, une seconde véranda, trois chambres, une salle de bains et un WC. Jardin privatif d'environ 200 m². Des travaux de rafraichissement sont à prévoir.
Bien en copropriété ( 20 lots ; charges annuelles: 771 € environ)."
34,https://www.immobilier.notaires.fr/fr/annonce-immo/vente/appartement/montpellier-34/1857552,Achat :Appartement T4- Montpellier - Hérault (34),Appartement T4,- Montpellier - Hérault (34),423000,93.68,3,"ANTIGONE - Au 5ᵉ étage avec ascenseur d'une résidence bien entretenue, appartement de type 4 traversant Nord/Sud.
Il se compose d’une entrée avec porte blindée, d’une cuisine indépendante aménagée et équipée, d’un séjour lumineux exposé Sud ouvrant sur terrasse d'environ 14m².
La partie nuit comprend trois chambres dont une suite parentale avec salle d’eau et balcon, une salle de bains ainsi qu'un WC séparé.
En sous-sol, une cave d'environ 8m² et un garage fermé.
Charges de copropriété : 696 € / trimestre
Taxe foncière : 2 300 € / an
Zone soumise à l'encadrement des loyers."
34,https://www.immobilier.notaires.fr/fr/annonce-immo/vente/maison/montpellier-34/1867085,Achat :Maison / villa- Montpellier - Hérault (34),Maison / villa,- Montpellier - Hérault (34),532400,167.0,5,"Dans le QUARTIER ESTANOVE et à proximité du PARC MONTCALM, nous vous proposons une CHARMANTE VILLA DE TYPE 5 en TRES BON ETAT D'ENTRETIEN avec de beaux volumes sur un GRAND TERRAIN de 565 m². Cette demeure se compose au rez-de-chaussée d'une entrée débouchant sur UN GRAND SALON BAIGNE DE LUMIERE via une grand baie vitrée en circulaire et où il fera bon vivre avec SON POELE A BOIS. Nous poursuivons ensuite sur l'ESPACE CUISINE entièrement équipé et disposant de sa SALLE A MANGER. Un des atouts de ce rez-de-chaussée est SON GRAND APPARTEMENT INDEPENDANT d'environ 40 m² (auquel on peut accéder depuis la cuisine), ce logement sera fortement apprécié pour avoir un RENDEMENT LOCATIF ou héberger une personne âgée ou un enfant désireux de revenir au domicile familial tout en ayant son indépendance. Cet appartement dispose de son propre extérieur, il est équipé de sa cuisine, d'UNE CHAMBRE SEPAREE et d'une SALLE D'EAU avec son W.C.
La visite se poursuit A L'ETAGE avec ses QUATRE CHAMBRES SPACIEUCES, dont une GRANDE SUITE PARENTALE débouchant sur un BALCON, et UN BUREAU (pouvant également servir de chambre d'appoint. Cet espace nuit dispose d'une SALLE D'EAU avec double vasque et d'un WC SEPARE, ainsi que de nombreux rangements.
Sur l'EXTERIEUR, nous bénéficions de NOMBREUX ESPACES pour profiter du SOLEIL et déjeuner dehors dans un espace végétalisé. Un ATELIER sur l'arrière de la maison permet de RANGER du matériel, des vélos, et il est prolongé par un abri pour étendre du linge.
Cette maison SPACIEUSE sera vous séduire par ses multiples possibilités dans un lieu de vie privilégié à proximité des transports en commun (tram 5 et bus 17). Dotée d'un chauffage central au gaz, elle a fait l'objet d'une ISOLATION PAR L'EXTERIEUR."
34,https://www.immobilier.notaires.fr/fr/annonce-immo/vente/maison/montpellier-34/1862494,Achat :Maison / villa- Montpellier - Hérault (34),Maison / villa,- Montpellier - Hérault (34),319000,112.1,3,"A VENDRE sur Montpellier, rue de Bugarel, Parc Montcalm, cette charmante villa jumelée en triplex située dans une copropriété calme et sécurisée, à proximité du Parc Montcalm, de la future Ligne 5 de tramway, du stade de rugby GGL, de l'avenue de Toulouse, de tous les commerces et commodités ainsi que des accès autoroute.
Bâtie sur trois niveaux, la villa est répartie comme ceci :
Au rez-de-chaussée : le garage, un grand cellier, une entrée aménageable et un placard sous l'escalier.
Au premier niveau : la grande pièce de vie principale avec cuisine séparée (possibilité d'ouvrir le mur), lumineuse et traversante donnant sur le jardinet très agréable sans vis-à-vis avec vue sur un parc privatif attenant à la résidence.
Au deuxième niveau : trois chambres (possibilité de recréer une quatrième chambre), un wc et une salle d'eau.
L'escalier est ajouré par un vélux et permet à la villa d'être ensoleillée sur la majeure partie de la journée.
Toutes les fenêtres sont en double vitage, climatisation dans le séjour, volets électriques côté jardinet, chauffage collectif inclus dans les charges. Production d'eau chaude individuelle par cumulus électrique.
La maison en bon état général, nécessitera un rafraîchissement pour en faire un cocon de vie très confortable, proche de toutes les commodités, au calme."
34,https://www.immobilier.notaires.fr/fr/annonce-immo/vente/appartement/la-grande-motte-34/1823603,Achat :Appartement T2- La Grande Motte - Hérault (34),Appartement T2,- La Grande Motte - Hérault (34),490000,65.62,1,"A VENDRE dans le quartier Centre de La Grande Motte, emplacement recherché aux pieds de toutes les commodités et commerces, à 500 mètres de la plage et du port.
Bel appartement spacieux et très lumineux T2 avec une grande loggia et une grande terrasse offrant une vue dégagée sur la mer et la végétation, situé au 6ème étage avec ascenseur d'une résidence prisée récemment ravalée, de très bon standing, avec ascenseur, une cave et une place de parking privative sécurisée à 250 mètres dans une résidence voisine.
Composé d'un séjour, d'une cuisine séparée, d'une chambre, d'une salle d'eau et d'un wc indépendant.
Chaudière à gaz pour l'eau chaude et le chauffage, climatisation dans le séjour, stores, volets roulants, possibilité d'ouvrir la cuisine sur la pièce principale.
Cet appartement est idéal pour un pied à terre de part sa tranquilité et son environnement recherché."
34,https://www.immobilier.notaires.fr/fr/annonce-immo/vente/maison/st-gely-du-fesc-34/1847906,Achat :Maison / villa- St Gely Du Fesc - Hérault (34),Maison / villa,- St Gely Du Fesc - Hérault (34),880000,310.0,6,"On accède à la maison par une pente qui suit la déclivité du terrain.
Au rez de chaussée :
Vaste entrée desservant les pièces de vie : salon, salle à manger, cuisine  et bureau ; le tout donnant sur la terrasse dominant le jardin et la piscine.
A droite : une chambre avec salle de bains, wc.
A gauche : cellier, buanderie, wc, et un deuxième bureau;
A l'étage : dégagement, deux chambres dont une de 28m², dressing et salle de bains.
Au rez de jardin : deux caves, une salle d'eau avec wc, deux bureaux et un atelier.
A l'extérieur : grande piscine couverte par abri amovible.
Cette maison possède de très grands volumes.
Double vitrage alu d'origine.
Volets roulants électriques.
Chauffage électrique.
Grand garage."
34,https://www.immobilier.notaires.fr/fr/annonce-immo/vente/maison/montpellier-34/1807238,Achat :Maison / villa- Montpellier - Hérault (34),Maison / villa,- Montpellier - Hérault (34),749000,107.05,2,"A VENDRE dans le quartier recherché de l'AIGUELONGUE, au sein d'un parc privé, arboré et calme.
Charmante maison d'une surface de 107,05m² et construite de semi-plain-pied en 1980, pour un bâti total de 150,83m² sur un terrain de 1287m² piscinable. Elle comprend 3 pièces principales, dont une grande chambre à l'étage et une belle chambre de plain pieds avec vue sur le jardin, salle de bains privative, une salle d'eau, un WC, un garage et une buanderie.
Vous profiterez en plus de deux places de parking.
Située au coeur d'un domaine prisé, à proximité immédiate des commerces de la Roqueturière et de son emblématique Club 7, vous serez séduit par son jardin arboré, à l'ombre du micocoulier et du cèdre du Liban, calme et tranquille, à moins de 10 min à pieds du tramway Ligne 2 arrêt Saint Lazare.
La maison a été isolée et son système de chauffage rénové, avec climatisation réversible, poêle à bois et panneaux solaires.
Un forage alimente l'intégralité de la maison.
Un permis de construire a été accordé pour rajouter 63m² de surface habitable en agrandissant le rez-de-jardin, le rez-de-chaussée et prolonger l'étage existant.
Rafraîchissement à prévoir."
34,https://www.immobilier.notaires.fr/fr/annonce-immo/vente/appartement/montpellier-34/1856756,Achat :Appartement T1- Montpellier - Hérault (34),Appartement T1,- Montpellier - Hérault (34),72000,21.09,1,"A VENDRE sur MONTPELLIER, rue Frédéric Bazille, au premier et dernier étage d'une petite copropriété géré par un syndic bénévole, studio entièrement à rénover.
Composé d'un pièce principale avec coin cuisine, d'une salle d'eau avec wc et d'une mezzanine de couchage.
Situé à proximité du Centre-Ville et des commerces, du tramway Ligne 3 arrêt Place Carnot."
34,https://www.immobilier.notaires.fr/fr/annonce-immo/vente/maison/clermont-l-herault-34/1821857,Achat :Maison / villa- Clermont L Herault - Hérault (34),Maison / villa,- Clermont L Herault - Hérault (34),90000,43.0,2,"Maison de village en bon état R+3
composé d'un garage en RDC
au premier séjour cuisine
au deuxième une chambre avec une salle d'eau et Wc
au troisième une chambre en sous pente
Menuiseries PVC DV - Chauffage électrique Cilm réversible
CENTRE VILLE - Proche tous commerces
IDEAL INVESTISSEMENT LOCATIF"
34,https://www.immobilier.notaires.fr/fr/annonce-immo/vente/maison/castries-34/1867067,Achat :Maison / villa- Castries - Hérault (34),Maison / villa,- Castries - Hérault (34),329000,97.0,4,"Maison à vendre sur la commune de Castries (34160), à proximité de Vendargues, Saint aunes etc.
Maison des années 1975, avec jardin avant et arrière, dans un quartier calme et résidentiel, à 5min à pieds du centre et de tous les commerces.
La maison, d'une surface de 97 m² habitables + une véranda de 10m², se compose d'un RDC avec une entrée, un cuisine indépendante de 9.55 m², un salon/séjour de 24.50 m², un WC indépendant ;
A l'étage, dégagement avec 4 chambres de 12.07 m², 10.32 m², 10.66 m², 10.91 m² dont deux donnant sur un balcon et une salle de bain avec WC (4.19 m²). Combles avec dalle (pouvant servir de grenier).
Chauffage au gaz de ville avec entretien annuel de la chaudière (changée il y a 8 ans environ), fenêtres en double vitrage PVC + volets roulants électriques.
Pas de garage mais stationnement possible sur la parcelle et dans la rue. Un carport et un cabanon en bois idéal pour le rangement viennent compléter ce bien.
Prévoir travaux de modernisation (cuisine, sanitaires etc).
Nos tarifs maximums :
Les honoraires de négociation se calculent par tranches cumulatives :
- 6 % TTC du prix du bien jusqu'à 150 000 Euros (net vendeur)
- et 3 % TTC au-dessus de ce montant
Minimum de 2000 euros quel que soit le prix de vente"
34,https://www.immobilier.notaires.fr/fr/annonce-immo/vente/maison/castries-34/1867065,Achat :Maison / villa- Castries - Hérault (34),Maison / villa,- Castries - Hérault (34),267000,79.62,3,"Maison à vendre dans le centre de CASTRIES (34160), à proximité de Vendargues, Saint-Aunès, Baillargues, Le Crès, Teyran etc.
Maison des années 1965, à moderniser, située au calme d'une impasse, à quelques minutes du centre village.
Mitoyenne d'un seul côté par le garage, elle développe une surface de 79m² et se compose d'un plain-pied avec une entrée, un séjour de 21 m² exposé à l'Est, une cuisine attenante de 7.38m² avec accès direct au garage de 13 m², un coin nuit avec 3 chambres de 10.69 m², 12.47 m² et 9.18 m², une salle de bain et un WC indépendant.
Chauffage au gaz central. La majorité des menuiseries ont été changées et sont en double vitrage PVC avec volets roulants électriques.
Prévoir des travaux de rénovation d'ordre généraux (isolation, électricité à refaire, cuisine, salle d'eau etc.).
Taxe foncière 1447 euros.
Nos tarifs maximums :
Les honoraires de négociation se calculent par tranches cumulatives :
- 6 % TTC du prix du bien jusqu'à 150 000 Euros (net vendeur)
- et 3 % TTC au-dessus de ce montant
Minimum de 2000 euros quel que soit le prix de vente"
34,https://www.immobilier.notaires.fr/fr/annonce-immo/vente/maison/st-bauzille-de-montmel-34/1867062,Achat :Maison / villa- St Bauzille De Montmel - Hérault (34),Maison / villa,- St Bauzille De Montmel - Hérault (34),365000,176.55,4,"Maison de ville T4 de 120m², rénovée, avec appartement T2 indépendant de 56m² en RDC sur la commune de Saint bauzille de Montmel (34160).
La maison se compose de 3 niveaux avec en RDC, une entrée, un garage et un T2 ; au premier niveau, salon/séjour exposé Sud d'une superficie et prolongé d'une terrasse, une cuisine indépendante, 2 chambres, une salle de bain et un WC indépendant ; un 3ème niveau avec une mezzanine, une troisième chambre mansardée, une salle de bain avec WC et un débarras.
En RDC, T2 loué composé d'un accès indépendant sur cour, un séjour, une cuisine donnant sur terrasse, une chambre, une salle d'eau, un WC indépendant. Contrat de location en logement meublé. Loyer de 550 euros + 100 euros de charges forfaitaires.
présence d'une climatisation réversible et d'un insert dans la pièce de vie de l'habitation principale. Présence d'un puit dans la cour de la maison.
Possibilité de stationner 2 véhicules sur la parcelle, en plus du garage. Pas de jardin.
Nos tarifs maximums :
Les honoraires de négociation se calculent par tranches cumulatives :
- 6 % TTC du prix du bien jusqu'à 150 000 Euros (net vendeur)
- et 3 % TTC au-dessus de ce montant
Minimum de 2000 euros quel que soit le prix de vente"
